EventID,Event,Campus,Event Organizer,Description,Prize Pool,Event Date,Keywords,Topics
E179,Panel Discussion: Open Source Advocacy,RR Campus,PES Open Source,"A panel discussion on the importance of open source advocacy. Panelists will share their experiences, discuss the impact of open source in the tech community, and explore ways to promote open source principles.",Open Source Advocacy Panel Discussion Participation Tokens,2024-01-15 0:00:00,"['Open Source Projects', 'share', 'importance', 'projects', 'open', 'discussion', 'advocacy', 'experiences', 'technical', 'knowledge', 'promote', 'technology', 'panelists', 'discuss', 'community', 'source', 'impact', 'principles', 'explore', 'ways', 'panel']","[(1, 0.9617309464031653)]"
E180,Code Review Session: Collaborative Critique,RR Campus,PES Open Source,"A code review session where participants collaboratively critique and improve each other's code. This event promotes constructive feedback, code quality improvement, and knowledge sharing.",Collaborative Critique Code Review Session Acknowledgments,2024-01-28 0:00:00,"['improvement', 'Open Source Projects', 'coding',  'projects', 'improve', 'promotes', 'feedback', 'review', 'constructive', 'knowledge', 'collaboratively', 'critique', 'session', 'technical',  'quality', 'sharing']","[(1, 0.7080435031947755), (11, 0.24497578834920083)]"
E181,Open Source Workshop: Licensing Essentials,RR Campus,PES Open Source,"A workshop focusing on open source licensing essentials. Participants will gain a comprehensive understanding of open source licenses, their implications, and how to choose the right license for a project.",Licensing Essentials Workshop Certificates,2024-02-10 0:00:00,"['Open Source Projects', 'projects', 'open', 'understanding', 'licensing', 'licenses',  'technical', 'right', 'project', 'gain', 'focusing', 'license', 'implications', 'workshop', 'knowledge', 'source', 'choose', 'essentials', 'comprehensive']","[(1, 0.4465299460098168), (98, 0.5118158686394726)]"
E182,Open Source Symposium: Trends and Innovations,RR Campus,PES Open Source,"A symposium discussing current trends and innovations in the open source community. Speakers will share insights into the latest technologies, projects, and best practices shaping the open source landscape.",Trends and Innovations Symposium Participation Certificates,2024-02-23 0:00:00,"['landscape', 'Open Source Projects', 'share', 'projects', 'trends', 'open', 'innovations', 'discussing', 'shaping', 'symposium', 'latest', 'speakers', 'technical', 'best', 'knowledge', 'community', 'insights', 'source', 'current', 'technology', 'practices']","[(1, 0.9617309495309382)]"
E183,Short Film Festival: Showcase Your Talent,RR Campus,PESU ACTIONCUT,"A short film festival providing a platform for members to showcase their filmmaking talents. Participants can submit their short films for screening, and the event will conclude with an awards ceremony.",Talent Showcase and Awards,2023-09-13 0:00:00,"[ 'films', 'platform', 'short',  'shorts', 'conclude', 'talents', 'festival', 'film', 'submit', 'filmmaking', 'screening', 'ceremony', 'providing',  'awards', 'showcase']","[(0, 0.7321826699382251), (1, 0.21512758419805292)]"
E184,Workshop: Filmmaking Techniques,RR Campus,PESU ACTIONCUT,"A workshop focusing on essential filmmaking techniques. Participants will learn about cinematography, storytelling, editing, and other aspects crucial for creating compelling short films.",Filmmaking Techniques Workshop Certificates,2023-12-22 0:00:00,"['films', 'cinematography', 'short', 'focusing', 'editing',  'shorts', 'talents', 'workshop', 'crucial', 'storytelling', 'techniques',  'compelling', 'creating', 'essential', 'filmmaking', 'aspects']","[(0, 0.6038133243926543), (5, 0.3430516596727943)]"
E185,Panel Discussion: Navigating the Film Industry,RR Campus,PESU ACTIONCUT,"A panel discussion on navigating the film industry. Industry experts will share insights, experiences, and advice for individuals interested in pursuing a career in filmmaking.",Film Industry Navigation Panel Discussion Participation Tokens,2024-01-05 0:00:00,"['films', 'experts', 'share', 'navigating', 'shorts', 'industry', 'film', 'discussion', 'talents', 'interested', 'advice', 'pursuing', 'panel', 'experiences', 'individuals', 'career', 'filmmaking', 'insights']","[(26, 0.9479309442810184)]"
E186,Short Film Collaboration Day,RR Campus,PESU ACTIONCUT,"A collaborative event where participants work together to create short films. Teams will be formed on the spot, and each team will produce a short film by the end of the day.",Collaboration Day Participation Certificates,2024-01-18 0:00:00,"['films', 'the end of the day', 'short', 'produce', 'team',  'shorts', 'collaborative', 'film', 'work', 'talents', 'end', 'teams', 'spot', 'create', 'formed',  'day']","[(0, 0.9559723290438249)]"
E187,Film Screening Night: Member Showcases,RR Campus,PESU ACTIONCUT,"A night dedicated to screening short films created by club members. This event allows members to share their work, receive feedback, and celebrate their achievements.",Member Showcases Recognition,2024-02-01 0:00:00,"['created',  'films', 'share', 'short', 'shorts', 'talents', 'work', 'night', 'feedback', 'club', 'allows', 'achievements', 'screening', 'receive',  'dedicated', 'celebrate']","[(0, 0.5631224472073019), (11, 0.3840093885602259)]"
E188,Competition: Best Short Film,RR Campus,PESU ACTIONCUT,"A competition where participants submit their best short films for a chance to win the title of 'Best Short Film.' Entries will be judged based on creativity, storytelling, and technical excellence.",Best Short Film Competition Awards,2024-02-14 0:00:00,"[""'Best Short Film"", 'title', 'competition',  'talents', 'excellence', 'storytelling', 'win', 'Entries', 'technical', 'best', 'based', 'judged', 'films', 'short', 'film', 'submit', 'creativity', 'entries', 'shorts', 'chance']","[(0, 0.9598007359833146)]"
E189,Webinar: The Art of Film Editing,RR Campus,PESU ACTIONCUT,"A webinar focusing on the art of film editing. Participants will gain insights into the editing process, techniques for enhancing storytelling through editing, and industry-standard editing tools.",Art of Film Editing Webinar Certificates,2024-02-27 0:00:00,"['tools', 'enhancing', 'editing', 'films', 'focusing', 'webinar', 'standard',  'shorts', 'art', 'industry', 'film', 'talents', 'storytelling', 'techniques', 'process', 'gain', 'insights']","[(0, 0.9486342429657371)]"
E190,Creative Workshop: Scriptwriting for Short Films,RR Campus,PESU ACTIONCUT,A creative workshop on scriptwriting specifically tailored for short films. Participants will learn the fundamentals of crafting engaging and concise scripts for their filmmaking projects.,Scriptwriting Workshop Certificates,2024-03-12 0:00:00,"['films', 'short', 'concise',  'shorts', 'projects', 'talents', 'workshop',  'scriptwriting', 'specifically', 'creative', 'tailored', 'scripts', 'engaging', 'fundamentals', 'filmmaking', 'crafting']","[(0, 0.7697254685809649), (1, 0.1806841823708246)]"
E191,"Photography Exhibition: ""Lens Magic""",RR Campus,Pixelloid,"An exhibition showcasing the photography talents of Pixelloid members. 'Lens Magic' features a diverse collection of captivating photographs, allowing participants to appreciate the art of photography.",Lens Magic Photography Awards,2023-08-11 0:00:00,"['photographs', 'art', 'Pixelloid', 'photography', 'features', 'allowing', 'magic', 'appreciate', 'showcasing',  'talents', 'collection', 'photo', 'promos', 'captivating', 'movies', 'pixelloid', 'exhibition', 'diverse', 'lens',  ""Lens Magic'""]","[(84, 0.9546474191807882)]"
E192,Campus Life Documentary Project,RR Campus,Pixelloid,"A documentary project capturing the essence of campus life through photography. Participants will document various events, activities, and moments on campus, creating a visual narrative of student life.",Documentary Project Recognition,2023-10-12 0:00:00,"['essence', 'photography',  'document', 'moments', 'documentary', 'visual', 'project', 'capturing', 'photo', 'life', 'narrative', 'promos', 'movies', 'creating', 'various', 'activities', 'student', 'campus', 'events']","[(41, 0.9504489681500458)]"
E193,Photography Workshop Series,RR Campus,Pixelloid,"A series of photography workshops covering different aspects of the craft. Participants will learn about composition, lighting, editing techniques, and other essential skills to enhance their photography.",Photography Workshop Certificates,2024-01-02 0:00:00,"['editing', 'composition', 'photography', 'essential', 'skills', 'aspects',   'workshops', 'covering', 'enhance', 'photo', 'promos', 'techniques', 'series',  'movies', 'craft', 'lighting']","[(1, 0.5822524258803137), (66, 0.364111338718251)]"
E194,Portrait Photography Session,RR Campus,Pixelloid,"A hands-on portrait photography session. Participants will have the opportunity to practice portrait photography, capturing the expressions and personalities of their subjects in a controlled setting.",Portrait Photography Achievement,2024-01-15 0:00:00,"['capturing', 'personalities',   'photo', 'practice', 'promos', 'movies', 'controlled', 'session', 'subjects', 'photography', 'setting', 'portrait', 'hands', 'expressions']","[(34, 0.9343488944959718)]"
E195,Aftermovie Creation Contest,RR Campus,Pixelloid,"A contest challenging participants to create aftermovies for campus events. The event encourages creative video editing and storytelling skills, highlighting the club's role in event documentation.",Aftermovie Creation Awards,2024-01-28 0:00:00,"['editing', 'highlighting', 'photography', 'skills', 'role',  'storytelling', 'create', 'aftermovies', 'challenging',  'photo', 'club', 'promos', 'movies', 'creative', 'video', 'campus', 'contest',  'events', 'documentation']","[(1, 0.30989161747925764), (66, 0.6445175766663671)]"
E196,Photography Scavenger Hunt,RR Campus,Pixelloid,"A scavenger hunt where participants use photography to capture items on a list. The event combines creativity, photography skills, and teamwork in a fun and engaging challenge.",Scavenger Hunt Photo Awards,2024-02-10 0:00:00,"['challenge', 'photography', 'engaging', 'skills', 'teamwork', 'combines', 'hunt',  'use', 'capture', 'list', 'photo', 'promos', 'movies', 'creativity', 'scavenger', 'fun', 'items', 'event']","[(0, 0.5556326844272285), (34, 0.39650703478761923)]"
E197,Mobile Photography Marathon,RR Campus,Pixelloid,"A photography marathon focusing on mobile photography. Participants will explore the campus with their mobile devices, capturing moments and showcasing the capabilities of mobile cameras.",Mobile Photography Excellence Certificates,2024-02-23 0:00:00,"['showcasing', 'focusing', 'capturing',  'photo', 'explore', 'campus', 'mobile', 'promos', 'moments', 'capabilities', 'movies', 'marathon', 'photography', 'cameras', 'devices']","[(0, 0.9422135167824361)]"
E198,Night Photography Excursion,RR Campus,Pixelloid,"An excursion focusing on night photography. Participants will explore the campus at night, capturing unique and atmospheric shots using various techniques for low-light conditions.",Night Photography Achievement,2024-03-07 0:00:00,"['low', 'photography', 'using', 'excursion',  'unique', 'conditions', 'light', 'atmospheric', 'focusing', 'capturing', 'photo', 'night', 'promos', 'techniques', 'movies', 'various', 'explore', 'campus', 'shots']","[(1, 0.9540771308581426)]"
E199,Photography Editing Challenge,RR Campus,Pixelloid,A challenge where participants edit and enhance photographs using photo editing software. The event highlights the importance of post-processing skills in photography.,Editing Challenge Certificates,2024-03-20 0:00:00,"['photographs', 'editing', 'challenge', 'importance',  'photo', 'post', 'enhance', 'edit', 'promos', 'highlights', 'software', 'using', 'movies', 'photography', 'skills',  'processing']","[(1, 0.5071569855555214), (66, 0.4392067733686913)]"
E200,Annual Photo Awards Ceremony,RR Campus,Pixelloid,An awards ceremony recognizing the best photographs produced by Pixelloid members throughout the year. The event celebrates outstanding contributions to the art of photography within the club.,Photo Awards Trophies,2024-04-02 0:00:00,"['photographs', 'art', 'Pixelloid', 'photography', 'recognizing', 'produced', 'the year', 'best', 'contributions', 'photo', 'club', 'promos', 'movies', 'pixelloid', 'ceremony', 'awards',  'outstanding', 'celebrates', 'year', 'event']","[(1, 0.6540915649936412), (107, 0.30424566859446933)]"
E201,Quantum Computing Basics Workshop,RR Campus,QForest,"A workshop introducing the basics of quantum computing. Participants will learn about quantum bits, quantum gates, and the fundamental principles that form the basis of quantum computation.",Quantum Computing Starter Kits,2023-08-12 0:00:00,"['introducing', 'basis', 'principles',  'gates', 'fundamental', 'computing', 'techcomputing', 'quantum', 'workshop',  'computation', 'projects', 'form', 'basics', 'bits', 'Quantum Computing']","[(1, 0.5922021230554757), (6, 0.3548231222826787)]"
E202,Quantum Programming Hackathon,RR Campus,QForest,A hackathon challenging participants to solve problems using quantum programming languages. Participants will gain hands-on experience with quantum algorithms and software development.,Quantum Programming Books,2023-10-13 0:00:00,"['development', 'experience',  'techcomputing', 'programming', 'projects', 'quantum', 'software', 'using', 'problems', 'solve', 'hands', 'hackathon', 'languages', 'gain', 'algorithms', 'challenging', 'Quantum Computing']","[(0, 0.43415252013927536), (1, 0.29942963712798565), (7, 0.22375931816162872)]"
E203,Quantum Algorithms Symposium,RR Campus,QForest,"A symposium exploring advanced quantum algorithms. Experts in the field will discuss cutting-edge algorithms, their applications, and the potential impact on various industries.",Quantum Algorithms Insights Certificates,2024-01-02 0:00:00,"['impact', 'experts', 'edge', 'symposium', 'field', 'exploring', 'techcomputing', 'projects', 'quantum', 'advanced', 'potential', 'applications', 'cutting', 'various', 'discuss', 'algorithms', 'industries', 'Quantum Computing']","[(0, 0.29817208107049614), (1, 0.49028138782999775), (7, 0.17102093275695127)]"
E204,Quantum Hardware Showcase,RR Campus,QForest,"A showcase featuring the latest developments in quantum hardware. Participants can explore quantum processors, qubits, and other hardware components, gaining insights into the advancements in quantum computing technology.",Quantum Hardware Demonstration,2024-01-15 0:00:00,"['quantum computing', 'techcomputing', 'projects', 'components',  'latest', 'hardware', 'processors', 'computing', 'featuring', 'gaining', 'qubits', 'insights', 'Quantum Computing', 'advancements', 'explore', 'quantum', 'developments', 'showcase', 'technology']","[(1, 0.3886216313825685), (6, 0.207296301125672), (34, 0.3638396524729507)]"
E205,Quantum Cryptography Seminar,RR Campus,QForest,A seminar discussing the principles of quantum cryptography. Participants will learn about quantum key distribution and the potential of quantum technologies in enhancing cybersecurity.,Quantum Cryptography Resources,2024-01-28 0:00:00,"['enhancing', 'cybersecurity', 'principles',  'techcomputing', 'cryptography', 'seminar', 'quantum', 'projects',  'potential', 'technology', 'distribution', 'quantum technologies', 'key', 'discussing', 'Quantum Computing']","[(0, 0.5022959367514637), (6, 0.44733195928817104)]"
E206,Quantum Machine Learning Workshop,RR Campus,QForest,A workshop focusing on the intersection of quantum computing and machine learning. Participants will explore quantum machine learning algorithms and their applications in various domains.,Quantum ML Toolkits,2024-02-10 0:00:00,"['machine', 'intersection', 'focusing',  'explore', 'computing', 'techcomputing', 'quantum', 'workshop', 'projects', 'learning', 'applications', 'various', 'algorithms', 'domains', 'Quantum Computing']","[(0, 0.3995335249758955), (6, 0.5471313701110054)]"
E207,Quantum Community Project Day,RR Campus,QForest,"A community-driven project day where members collaborate on quantum computing projects. Participants can contribute to ongoing projects, share ideas, and engage in open collaboration.",Quantum Project Collaboration Certificates,2024-02-23 0:00:00,"['share', 'techcomputing', 'projects', 'open', 'ideas', 'collaboration', 'contribute',  'ongoing', 'project',  'computing', 'community', 'Quantum Computing',  'quantum', 'driven', 'day', 'collaborate']","[(0, 0.5275743771813818), (16, 0.42181119446556203)]"
E208,Quantum Technology Panel Discussion,RR Campus,QForest,"A panel discussion featuring experts in quantum technology. Panelists will discuss the current state of quantum technology, its potential impact, and future developments in the field.",Quantum Technology Panel Certificates,2024-03-07 0:00:00,"['field', 'techcomputing', 'projects', 'state', 'discussion', 'experts', 'quantum technology', 'future', 'featuring', 'panelists', 'discuss', 'Quantum Computing', 'impact', 'current', 'quantum', 'potential', 'developments', 'panel', 'technology']","[(1, 0.40162700143364943), (7, 0.558103303475068)]"
E209,Quantum Ethics Roundtable,RR Campus,QForest,"A roundtable discussion on the ethical considerations of quantum computing. Participants will explore ethical challenges, discuss responsible development, and contribute to the ethical discourse in quantum technology.",Quantum Ethics Roundtable Certificates,2024-03-20 0:00:00,"['techcomputing', 'projects', 'challenges', 'contribute', 'discussion', 'development', 'quantum technology', 'ethical',  'responsible', 'roundtable', 'computing', 'discourse', 'discuss', 'considerations', 'Quantum Computing', 'explore', 'quantum', 'technology']","[(1, 0.5274031309485949), (6, 0.42971252334680626)]"
E210,Quantum Computing Symposium,RR Campus,QForest,"A symposium covering a broad range of topics in quantum computing. Participants will engage in discussions, learn about recent advancements, and connect with fellow quantum enthusiasts.",Quantum Enthusiast Awards,2024-04-02 0:00:00,"['techcomputing', 'projects', 'symposium',  'enthusiasts', 'discussions',  'topics', 'covering', 'computing',  'connect', 'range', 'Quantum Computing', 'advancements', 'fellow', 'quantum', 'recent', 'broad']","[(1, 0.7486546738506896), (6, 0.2013135874337185)]"
E211,ConQuizTador 2024: National Quizzing Event,RR Campus,Quotient Quiz Club,"ConQuizTador 2024, a national-level quizzing event open to students from grade 8 to 12. The event aims to bring together quizzing enthusiasts from across the country and test their knowledge on a wide range of topics.",National Quizzing Event Trophies and Certificates,2023-10-10 0:00:00,"['aims', 'ieee', 'quizzing', '8', 'conquiztador', '12', 'open', 'national', 'test', 'enthusiasts', 'bring', 'level', 'grade', 'topics', 'quiz', 'knowledge', 'country', 'range', 'wide', 'students',  '2024']","[(1, 0.19787438317942477), (64, 0.26584446913440307), (90, 0.4951882473969759)]"
E212,Weekly Quizzing Bonanza: EWD Edition,RR Campus,Quotient Quiz Club,A weekly quizzing event held every Extended Working Day (EWD). Participants can join the fun and challenging quizzes to test their knowledge on diverse topics. Prizes awarded to top performers.,Weekly Quizzing Bonanza Certificates,2023-12-22 0:00:00,"['ieee', 'quizzing', 'quizzes', 'conquiztador', 'test', 'weekly',  'challenging', 'performers', 'topics', 'extended', 'join', 'working', 'quiz', 'knowledge', 'diverse', 'ewd', 'awarded',  'fun',  'day', 'held']","[(1, 0.2428327746098252), (97, 0.7136153146357992)]"
E213,Aatmatrisha Mega Quiz,RR Campus,Quotient Quiz Club,"A mega quiz event held as part of Aatmatrisha, the annual cultural fest. The quiz covers a wide range of topics, providing participants with an engaging and intellectually stimulating experience.",Aatmatrisha Mega Quiz Prizes,2024-01-05 0:00:00,"['ieee', 'mega', 'quizzing', 'conquiztador', 'intellectually', 'engaging', 'covers',  'providing', 'cultural', 'topics', 'Aatmatrisha', 'quiz', 'range', 'aatmatrisha', 'fest', 'experience', 'wide', 'stimulating', 'annual',  'held']","[(0, 0.1931385432463202), (1, 0.4680112516269799), (58, 0.29907546195161583)]"
E214,The Amateur Scientist Quizzes Series,RR Campus,Quotient Quiz Club,A series of quizzes dedicated to topics related to amateur science. Participants will explore fascinating scientific concepts and discoveries in an accessible and enjoyable format.,Amateur Scientist Quizzes Series Certificates,2024-01-18 0:00:00,"['ieee', 'quizzing', 'quizzes', 'conquiztador', 'discoveries', 'scientific',  'science', 'dedicated', 'topics', 'concepts', 'series', 'quiz', 'fascinating', 'related', 'enjoyable', 'amateur', 'explore', 'format', 'accessible']","[(1, 0.46207774786600314), (88, 0.49217232749883244)]"
E215,IEEE Tech Quiz Challenge,RR Campus,Quotient Quiz Club,"A tech-centric quiz challenge organized in collaboration with IEEE. Participants will face questions related to the latest technologies, innovations, and developments in the tech industry.",IEEE Tech Quiz Challenge Awards,2024-02-01 0:00:00,"['ieee', 'challenge', 'quizzing', 'face', 'conquiztador', 'innovations', 'collaboration',  'latest', 'IEEE', 'quiz', 'technology', 'related', 'industry', 'questions', 'organized', 'technology', 'developments', 'centric']","[(0, 0.40837208043681433), (1, 0.5472576072568921)]"
E216,Samarpana Quiz: Testing General Knowledge,RR Campus,Quotient Quiz Club,An inclusive quiz event designed to test participants' general knowledge across various domains. Samarpana Quiz encourages a diverse range of participants to showcase their knowledge and skills.,Samarpana Quiz Recognition,2024-02-14 0:00:00,"['ieee', 'quizzing', 'conquiztador', 'samarpana', 'test', 'skills',   'inclusive', 'quiz', 'knowledge', 'various', 'diverse', 'designed', 'range', 'Samarpana Quiz', 'general', 'showcase',  'domains']","[(1, 0.95166014013649)]"
E217,The Freshers Quiz Extravaganza,RR Campus,Quotient Quiz Club,An extravaganza of quizzes specifically tailored for freshers. This event welcomes new students to the world of quizzing and provides a fun and engaging platform for them to participate and win exciting prizes.,Freshers Quiz Extravaganza Prizes,2024-02-27 0:00:00,"['ieee', 'quizzing', 'platform', 'quizzes', 'conquiztador', 'freshers', 'extravaganza', 'engaging', 'world', 'participate', 'win', 'specifically', 'tailored', 'provides', 'quiz', 'new', 'welcomes',  'students', 'exciting', 'fun', 'event']","[(1, 0.32481030051982845), (64, 0.6337788320831912)]"
E218,Instagram Quiz Series: Weekly Challenges,RR Campus,Quotient Quiz Club,"A series of weekly quiz challenges hosted on Instagram. Participants can join the quizzes through the club's Instagram page, showcasing their knowledge and competing for recognition and prizes.",Instagram Quiz Series Recognition,2024-03-12 0:00:00,"['ieee', 'quizzing', 'page', 'quizzes', 'Instagram', 'conquiztador', 'challenges', 'instagram', 'recognition', 'showcasing', 'weekly',  'competing', 'join', 'club', 'series', 'quiz', 'knowledge', 'hosted', 'prizes']","[(0, 0.3719612946795462), (1, 0.40919290992266355), (58, 0.17708231506395203)]"
E219,Community Cleanup Drive,RR Campus,Rotaract Club of PES University,Join us in a community cleanup drive to contribute to the betterment of our local environment. Let's come together to make a positive impact and promote cleanliness and sustainability.,Certificates of Appreciation,2023-05-06 0:00:00,"['cleanup', 'service', 'sustainability', 'drive', 'let', 'contribute', 'environment', 'Social Service', 'come',  'betterment', 'join', 'promote', 'make', 'local', 'community', 'impact', 'social', 'cleanliness']","[(1, 0.34679159590284986), (121, 0.6074369140607428)]"
E220,Health and Wellness Workshop,RR Campus,Rotaract Club of PES University,"A workshop focused on promoting health and wellness. Participants will learn about healthy living, fitness routines, and mental well-being. Join us for an interactive and informative session.",Wellness Workshop Certificates,2023-11-15 0:00:00,"['living', 'service', 'health', 'fitness', 'focused', 'informative', 'Social Service',  'mental',  'wellness', 'promoting', 'join', 'workshop',  'session', 'routines', 'social', 'healthy']","[(1, 0.7521215142409944), (30, 0.19726007743490578)]"
E221,Education Outreach Program,RR Campus,Rotaract Club of PES University,An outreach program aimed at providing educational support to underprivileged children. Volunteers will engage in teaching sessions and activities to make learning enjoyable for the young minds.,Certificates of Volunteering,2024-01-08 0:00:00,"['minds', 'sessions', 'service', 'teaching', 'young', 'program', 'Social Service', 'providing', 'underprivileged',   'children', 'make', 'learning', 'enjoyable', 'activities', 'outreach', 'volunteers', 'social', 'support', 'educational']","[(0, 0.9559722634941329)]"
E222,Blood Donation Camp,RR Campus,Rotaract Club of PES University,Contribute to the noble cause of saving lives by participating in our blood donation camp. Let's come together and make a difference in the lives of those in need.,Certificates of Blood Donation,2024-01-22 0:00:00,"['donate',   'contributing', 'camp', 'blood', 'collaboration', 'need', 'local', 'social', 'organizations', 'donation', 'sense', 'healthcare', 'responsible', 'responsibility', 'promoting']","[(1, 0.9425963422697391)]"
E223,Environmental Awareness Seminar,RR Campus,Rotaract Club of PES University,A seminar focused on raising awareness about environmental issues and promoting sustainable practices. Learn about the importance of environmental conservation and how you can make a positive impact.,Certificates of Participation,2024-02-05 0:00:00,"[ 'sustainable', 'impact', 'raising', 'service', 'awareness', 'importance', 'issues', 'seminar',  'focused', 'conservation', 'social', 'make', 'Social Service', 'practices', 'promoting', 'environmental']","[(1, 0.9489745615085676)]"
E224,Charity Run for a Cause,RR Campus,Rotaract Club of PES University,"Participate in a charity run to support a cause close to our hearts. Whether it's for education, healthcare, or community development, your participation will contribute to making a difference.",Certificates of Charity Run,2024-02-19 0:00:00,"['development', 'cause', 'difference', 'run', 'service', 'participate', 'close', 'making', 'support', 'contribute', 'social', 'education', 'Social Service', 'hearts', 'healthcare', 'community', 'charity', ]","[(0, 0.15450411924245622), (1, 0.8011255684512498)]"
E225,Orphanage Visit and Activity Day,RR Campus,Rotaract Club of PES University,"A visit to an orphanage for a day filled with activities, games, and joy. Join us in spreading smiles and making a positive impact on the lives of the children at the orphanage.",Certificates of Volunteering,2024-03-04 0:00:00,"['service', 'visit', 'lives', 'Social Service',  'join', 'making', 'joy', 'smiles', 'spreading', 'children', 'activities', 'impact', 'games', 'filled', 'orphanage', 'social', 'day', 'a day']","[(11, 0.9536104907852365)]"
E226,Clothing Drive for the Needy,RR Campus,Rotaract Club of PES University,Contribute to our clothing drive to provide clothing for those in need. Let's come together as a community to support and uplift the less fortunate.,Certificates of Donations,2024-03-18 0:00:00,"['service', 'provide', 'drive', 'let', 'Contribute', 'clothing', 'contribute', 'need', 'social', 'Social Service', 'fortunate', 'support', 'community', 'uplift', 'come']","[(1, 0.2865033098605379), (39, 0.6598253585413655)]"
E227,Aeromodelling Workshop,RR Campus,Team Aeolus,Join us for an interactive aeromodelling workshop where participants will learn the basics of building and flying model aircraft. Get hands-on experience and insights into the world of aeromodelling.,Participation Certificates,2023-10-11 0:00:00,"[ 'join', 'experience',  'model', 'workshop',  'aircraft', 'building', 'world', 'aerial', 'hands', 'basics', 'robotics', 'flying', 'insights', 'aeromodelling']","[(0, 0.9383611939797306)]"
E228,Drone Racing Competition,RR Campus,Team Aeolus,Calling all drone enthusiasts! Participate in our drone racing competition and showcase your piloting skills. Exciting prizes await the winners. Bring your own drones and let the race begin!,1st,2nd,"['winners', 'drone', 'let', 'racing', 'await', 'aerial', 'skills', 'race', 'competition', 'begin', 'participate', 'enthusiasts', 'bring', 'piloting', 'calling', 'aeromodelling', 'robotics',  'drones', 'exciting', 'showcase']","[(0, 0.7146810114138253), (3, 0.24231435049416636)]"
E229,Remote Sensing and GIS Seminar,RR Campus,Team Aeolus,A seminar on the applications of remote sensing and Geographic Information Systems (GIS) in the field of aerial robotics. Explore the technology that powers modern aerial systems and its real-world applications.,Seminar Certificates,2024-01-21 0:00:00,"['modern', 'real', 'Geographic Information Systems', 'field', 'GIS', 'aerial', 'world', 'systems', 'gis', 'powers', 'remote', 'aeromodelling', 'sensing', 'information', 'robotics', 'geographic', 'explore', 'seminar', 'applications', 'technology']","[(0, 0.5754934381802871), (1, 0.21818007168958556), (22, 0.1701233480075299)]"
E230,Quadcopter Building Challenge,RR Campus,Team Aeolus,Get ready for the Quadcopter Building Challenge! Teams will compete to build the most efficient and stable quadcopter. Bring your engineering skills to the table and compete for the title.,Winner's Trophy and Certificates,2024-02-11 0:00:00,"['the Quadcopter Building Challenge', 'compete', 'stable', 'challenge', 'ready', 'aeromodelling', 'build', 'title', 'building', 'quadcopter', 'bring', 'aerial', 'efficient', 'skills', 'teams', 'robotics', 'engineering', 'table']","[(2, 0.9556886196645776)]"
E231,Aerial Photography Exhibition,RR Campus,Team Aeolus,An exhibition showcasing the stunning aerial photographs captured by our members using drones. Join us to appreciate the artistry of aerial photography and learn about the technology behind it.,Exhibition Participation Certificates,2024-02-25 0:00:00,"['photographs',  'captured', 'showcasing', 'join', 'appreciate', 'stunning', 'artistry',  'technology', 'drones', 'aerial', 'photography', 'exhibition', 'using', 'robotics', 'aeromodelling']","[(73, 0.9377931109512534)]"
E232,RC Glider Flying Day,RR Campus,Team Aeolus,"Experience the thrill of flying RC gliders! Join us for a day of fun and learning as we fly radio-controlled gliders. Beginners are welcome, and experienced pilots can showcase their skills.",Participation Certificates,2024-03-10 0:00:00,"['pilots', 'controlled', 'welcome', 'aerial', 'skills', 'beginners', 'flying', 'aeromodelling', 'thrill', 'join', 'radio', 'rc', 'fly', 'robotics', 'learning', 'gliders', 'experience', 'fun', 'showcase', 'experienced', 'day', 'a day']","[(73, 0.958528721396915)]"
E233,AI in Drones Webinar,RR Campus,Team Aeolus,A webinar exploring the integration of artificial intelligence (AI) in drone technology. Learn about AI-driven applications in aerial robotics and its impact on the future of autonomous systems.,Webinar Certificates,2024-03-24 0:00:00,"['drone', 'aerial', 'systems', 'exploring', 'intelligence', 'artificial', 'integration', 'AI', 'autonomous', 'aeromodelling', 'future', 'webinar', 'ai',  'robotics', 'impact', 'driven', 'applications', 'technology']","[(0, 0.951337837896753)]"
E234,Street Dance Workshop,RR Campus,Team Encore,Join us for an energetic Street Dance Workshop where participants will learn various street dance styles including hip-hop and afro. Get ready to groove and express yourself through dance!,Participation Certificates,2023-11-16 0:00:00,"['street', 'join', 'ready',  'hip', 'workshop', 'hop',  'express', 'various', 'western', 'styles', 'dance', 'energetic', 'afro', 'including', 'groove']","[(96, 0.9377700227251671)]"
E235,Inter-College Dance Battle,RR Campus,Team Encore,Prepare for the ultimate Inter-College Dance Battle! Teams from various colleges will compete in a showcase of street dance styles. Show off your moves and compete for the title.,Winner's Trophy and Certificates,2024-01-14 0:00:00,"['compete', 'street', 'inter', 'ultimate', 'battle', 'Inter-College Dance Battle', 'moves', 'western', 'title', 'styles', 'college', 'dance', 'showcase', 'prepare', 'teams', 'colleges', 'various', 'afro']","[(34, 0.9531064434041218)]"
E236,Choreography Masterclass,RR Campus,Team Encore,"A masterclass on dance choreography, focusing on the techniques and creativity behind crafting compelling dance routines. Learn from experienced choreographers and enhance your dance skills.",Participation Certificates,2024-02-04 0:00:00,"['choreography', 'choreographers', 'street', 'focusing', 'enhance', 'masterclass', 'western', 'techniques',  'compelling', 'routines', 'dance', 'skills', 'experienced', 'creativity', 'afro', 'crafting']","[(1, 0.9459731155355293)]"
